680  [main] INFO  com.api.ServiceApiApplication - Starting ServiceApiApplication on IFEBIUG8DTWU7X6 with PID 6748 (D:\api\target\classes started by Administrator in D:\api)
680  [main] INFO  com.api.ServiceApiApplication - Starting ServiceApiApplication on IFEBIUG8DTWU7X6 with PID 6748 (D:\api\target\classes started by Administrator in D:\api)
683  [main] INFO  com.api.ServiceApiApplication - The following profiles are active: dev
683  [main] INFO  com.api.ServiceApiApplication - The following profiles are active: dev
969  [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@293a5bf6: startup date [Mon Jul 17 14:21:40 CST 2017]; root of context hierarchy
1014 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
1663 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'serviceApiApplication' of type [com.api.ServiceApiApplication$$EnhancerBySpringCGLIB$$ad4dfab5] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
1818 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dataSource' of type [org.apache.tomcat.jdbc.pool.DataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
1974 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sqlSessionFactoryBean' of type [org.apache.ibatis.session.defaults.DefaultSqlSessionFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
1986 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'mybatis-org.mybatis.spring.boot.autoconfigure.MybatisProperties' of type [org.mybatis.spring.boot.autoconfigure.MybatisProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
1990 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.mybatis.spring.boot.autoconfigure.MybatisAutoConfiguration' of type [org.mybatis.spring.boot.autoconfigure.MybatisAutoConfiguration$$EnhancerBySpringCGLIB$$4ad3ef76] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
1998 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sqlSessionTemplate' of type [org.mybatis.spring.SqlSessionTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
1998 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2000 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'courseMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2001 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'courseKpointMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2002 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'courseCatalogMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2003 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'classInfoMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2005 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'templateFileMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2006 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'teachesrMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2007 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysUserMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2008 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'subjectMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2009 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'msgSystemMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2010 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'msgReceiveMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2448 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8080 (http)
2456 [main] INFO  o.a.catalina.core.StandardService - Starting service Tomcat
2457 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.14
2543 [localhost-startStop-1] INFO  o.a.c.c.C.[.[.[/service-api] - Initializing Spring embedded WebApplicationContext
2543 [localhost-startStop-1] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1833 ms
2761 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
2765 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'metricsFilter' to: [/*]
2766 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2766 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2766 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2766 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2766 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'webRequestLoggingFilter' to: [/*]
2766 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'applicationContextIdFilter' to: [/*]
3136 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Building JPA container EntityManagerFactory for persistence unit 'default'
3144 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
3189 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.0.12.Final}
3189 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
3190 [main] INFO  org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist
3218 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
3305 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
3719 [main] INFO  o.h.tool.hbm2ddl.SchemaUpdate - HHH000228: Running hbm2ddl schema update
5630 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
6478 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@7674b62c: startup date [Mon Jul 17 16:20:17 CST 2017]; root of context hierarchy
6487 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Detected ResponseBodyAdvice bean in org.springframework.boot.actuate.autoconfigure.EndpointWebMvcHypermediaManagementContextConfiguration$ActuatorEndpointLinksAdvice
6507 [main] INFO  c.api.interceptor.WebAppConfigurer - ==========WebAppConfigurer正在启动
6507 [main] INFO  c.api.interceptor.WebAppConfigurer - ==========WebAppConfigurer正在启动
6535 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/file/greeting]}" onto public java.lang.String com.api.controller.FileController.greeting(java.lang.String,org.springframework.ui.Model)
6536 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/file/upload]}" onto public com.api.model.common.Result com.api.controller.FileController.upload(javax.servlet.http.HttpServletRequest,org.springframework.web.multipart.MultipartFile,java.lang.Integer)
6536 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/file/download],methods=[GET]}" onto public java.lang.String com.api.controller.FileController.downloadFile(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.lang.String)
6536 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/file/batch/upload],methods=[POST]}" onto public java.lang.String com.api.controller.FileController.handleFileUpload(javax.servlet.http.HttpServletRequest)
6536 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/MsgReceive/insertMsgReceive],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.system.MsgReceiveController.selectAll(java.lang.String,com.api.model.system.letter.MsgReceive) throws java.lang.Exception
6537 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/msgSystem/addMsgSystem],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.system.MsgSystemController.addMsgSystem(com.api.model.system.letter.MsgSystem)
6537 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/msgSystem/selectMsgSystem],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.system.MsgSystemController.msgSystemList(com.api.model.system.letter.MsgSystem,java.lang.Integer,java.lang.Integer)
6537 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/subject/addSubject],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.system.SubjectController.addSubject(com.api.model.system.subject.Subject)
6537 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/subject/subjectList],methods=[GET]}" onto public com.api.model.common.Result com.api.controller.system.SubjectController.subjectList()
6538 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/subject/deleteSubject/{id}],methods=[DELETE]}" onto public com.api.model.common.Result com.api.controller.system.SubjectController.deleteSubject(int)
6538 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/subject/updateSubject],methods=[PUT]}" onto public com.api.model.common.Result com.api.controller.system.SubjectController.updateSubject(com.api.model.system.subject.Subject)
6538 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/subject/findSubject/{id}],methods=[GET]}" onto public com.api.model.common.Result com.api.controller.system.SubjectController.findSubject(int)
6539 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/teacher/addTeacher],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.system.TeacherController.addTeacher(com.api.model.system.teacher.Teacher) throws java.lang.Exception
6540 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/teacher/teacherList],methods=[GET]}" onto public com.api.model.common.Result com.api.controller.system.TeacherController.teacherList(java.lang.String,java.lang.Integer,java.lang.Integer)
6540 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/teacher/updateTeacher],methods=[PUT]}" onto public com.api.model.common.Result com.api.controller.system.TeacherController.updateTeacher(com.api.model.system.teacher.Teacher)
6540 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/teacher/delTeacher/{id}],methods=[DELETE]}" onto public com.api.model.common.Result com.api.controller.system.TeacherController.delTeacher(int)
6540 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/teacher/findTeacher/{id}],methods=[GET]}" onto public com.api.model.common.Result com.api.controller.system.TeacherController.findTeacher(int)
6540 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/template/isExist/{type}],methods=[GET]}" onto public com.api.model.common.Result com.api.controller.system.TemplateFileController.isExist(java.lang.Integer)
6541 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/template/addTemplateFile],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.system.TemplateFileController.addTemplateFile(javax.servlet.http.HttpServletRequest,com.api.model.system.TemplateFile)
6541 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/template/showTemplatefileAddress/{type}],methods=[GET]}" onto public com.api.model.common.Result com.api.controller.system.TemplateFileController.showTemplatefileAddress(int)
6541 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/class/addClass],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.teacher.ClassInfoController.addClass(com.api.model.system.teacher.ClassInfo)
6541 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/class/findClass/{id}],methods=[GET]}" onto public com.api.model.common.Result com.api.controller.teacher.ClassInfoController.findClass(int)
6541 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/class/updateClass],methods=[PUT]}" onto public com.api.model.common.Result com.api.controller.teacher.ClassInfoController.updateSubject(com.api.model.system.teacher.ClassInfo)
6541 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/class/classList],methods=[GET]}" onto public com.api.model.common.Result com.api.controller.teacher.ClassInfoController.classList(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,com.api.model.system.teacher.ClassInfo) throws java.text.ParseException
6542 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/class/deleteClass/{id}],methods=[DELETE]}" onto public com.api.model.common.Result com.api.controller.teacher.ClassInfoController.deleteClass(int)
6542 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/course/findCourseKpoint/{courseId}],methods=[GET]}" onto public com.api.model.common.Result com.api.controller.teacher.CourseController.findClass(int)
6542 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/course/courseKpoints/{kpointId}],methods=[GET]}" onto public com.api.model.common.Result com.api.controller.teacher.CourseController.courseKpoints(int)
6543 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/course/addCourseKpoint],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.teacher.CourseController.addCourseKpoint(com.api.model.teaching.kpoint.CourseKpoint)
6543 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/course/courseList],methods=[GET]}" onto public com.api.model.common.Result com.api.controller.teacher.CourseController.courseList(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.String,java.lang.String,com.api.model.teaching.course.Course,java.lang.Integer,java.lang.Integer) throws java.text.ParseException
6543 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/course/addCourse],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.teacher.CourseController.addCourse(com.api.model.teaching.course.Course)
6543 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/course/deleteCourse/{courseId}],methods=[DELETE]}" onto public com.api.model.common.Result com.api.controller.teacher.CourseController.deleteCourse(int)
6543 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/course/updateCourse],methods=[PUT]}" onto public com.api.model.common.Result com.api.controller.teacher.CourseController.updateCourse(com.api.model.teaching.course.Course)
6543 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/course/recommendList],methods=[GET]}" onto public com.api.model.common.Result com.api.controller.teacher.CourseController.recommendList(java.lang.Integer,java.lang.String,com.api.model.teaching.course.Course,java.lang.Integer,java.lang.Integer) throws java.text.ParseException
6543 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/course/notRecommendedList],methods=[GET]}" onto public com.api.model.common.Result com.api.controller.teacher.CourseController.notRecommendedList(java.lang.Integer,java.lang.String,java.lang.Integer,com.api.model.teaching.course.Course,java.lang.Integer,java.lang.Integer) throws java.text.ParseException
6543 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/course/deleteCourseKpoint/{courseKpointId}],methods=[DELETE]}" onto public com.api.model.common.Result com.api.controller.teacher.CourseController.deleteCourseKpoint(int)
6544 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/course/updateCourseKpoint],methods=[PUT]}" onto public com.api.model.common.Result com.api.controller.teacher.CourseController.updateCourseKpoint(com.api.model.teaching.kpoint.CourseKpoint)
6544 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/course/joinRecommendation],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.teacher.CourseController.joinRecommendation(java.lang.String)
6544 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/course/cancelRecommendation/{courseId}],methods=[PUT]}" onto public com.api.model.common.Result com.api.controller.teacher.CourseController.cancelRecommendation(java.lang.Integer)
6545 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysUser/register]}" onto public com.api.model.common.Result com.api.controller.user.SysUserController.register(com.api.model.teaching.system.SysUser,org.springframework.validation.BindingResult) throws java.lang.Exception
6545 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysUser/login],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.user.SysUserController.login(com.api.model.teaching.system.SysUser) throws java.lang.Exception
6545 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysUser/delete/{userId}],methods=[DELETE]}" onto public com.api.model.common.Result com.api.controller.user.SysUserController.deleteSysUser(int)
6545 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysUser/update],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.user.SysUserController.updateSysUser(com.api.model.teaching.system.SysUser) throws java.lang.Exception
6545 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysUser/addSysUserOperation]}" onto public com.api.model.common.Result com.api.controller.user.SysUserController.addSysUserOperation(com.api.model.teaching.system.SysUserOperation) throws java.lang.Exception
6545 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysUser/selectSysUserOperation]}" onto public com.api.model.common.Result com.api.controller.user.SysUserController.selectSysUserOperation(com.api.model.teaching.system.SysUserOperation,java.lang.Integer,java.lang.Integer) throws java.lang.Exception
6547 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/register]}" onto public com.api.model.common.Result com.api.controller.user.UserController.register(com.api.model.user.User,org.springframework.validation.BindingResult) throws java.lang.Exception
6547 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/selectAll],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.user.UserController.selectAll(java.lang.String) throws java.lang.Exception
6547 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/login]}" onto public com.api.model.common.Result com.api.controller.user.UserController.login(javax.servlet.http.HttpSession,com.api.model.user.User) throws java.lang.Exception
6548 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/isLogin]}" onto public com.api.model.common.Result com.api.controller.user.UserController.login() throws java.lang.Exception
6548 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/selectUserName]}" onto public com.api.model.common.Result com.api.controller.user.UserController.selectUser(com.api.model.user.User) throws java.lang.Exception
6548 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/select]}" onto public com.api.model.common.Result com.api.controller.user.UserController.selectUserName(com.api.model.user.User,java.lang.Integer,java.lang.Integer) throws java.lang.Exception
6548 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/update],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.user.UserController.updateUser(com.api.model.user.User) throws java.lang.Exception
6548 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/studentList],methods=[GET]}" onto public com.api.model.common.Result com.api.controller.user.UserController.studentList(javax.servlet.http.HttpServletRequest,com.api.model.user.User,java.lang.Integer,java.lang.Integer) throws java.lang.Exception
6548 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/importStudentInfo],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.user.UserController.importStudentInfo(javax.servlet.http.HttpServletRequest,org.springframework.web.multipart.MultipartFile) throws java.lang.Exception
6548 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/video/uploadvideo],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.VideoUploadController.gok4(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.springframework.web.multipart.MultipartFile,java.lang.String,java.lang.String)
6550 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
6550 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
6595 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
6595 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
6615 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in exceptionHandle
6615 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected ResponseBodyAdvice implementation in org.springframework.boot.actuate.autoconfigure.EndpointWebMvcHypermediaManagementContextConfiguration$ActuatorEndpointLinksAdvice
6637 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
7158 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/loggers/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.LoggersMvcEndpoint.get(java.lang.String)
7159 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/loggers/{name:.*}],methods=[POST],consumes=[application/vnd.spring-boot.actuator.v1+json || application/json],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.LoggersMvcEndpoint.set(java.lang.String,java.util.Map<java.lang.String, java.lang.String>)
7159 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/loggers || /loggers.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
7159 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/beans || /beans.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
7159 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/configprops || /configprops.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
7160 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/autoconfig || /autoconfig.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
7160 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/metrics/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.MetricsMvcEndpoint.value(java.lang.String)
7160 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/metrics || /metrics.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
7161 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/heapdump || /heapdump.json],methods=[GET],produces=[application/octet-stream]}" onto public void org.springframework.boot.actuate.endpoint.mvc.HeapdumpMvcEndpoint.invoke(boolean,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.io.IOException,javax.servlet.ServletException
7161 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/env/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EnvironmentMvcEndpoint.value(java.lang.String)
7161 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/env || /env.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
7162 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/info || /info.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
7162 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/dump || /dump.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
7163 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/actuator || /actuator.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public org.springframework.hateoas.ResourceSupport org.springframework.boot.actuate.endpoint.mvc.HalJsonMvcEndpoint.links()
7163 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/mappings || /mappings.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
